0,0,2246,4492,-1,-1,-1,-1,-1,-1
1,3.93974,79,158,-1,-1,-1,-1,-1,-1
2,0.16534,1113,4015,-1,-1,-1,-1,-1,-1
3,0.315226,1113,4015,-1,-1,-1,-1,-1,-1
4,0.091469,3519,7275,-1,-1,-1,-1,-1,-1
5,1.20926,9305,48123,-1,-1,-1,-1,-1,-1
6,0.072658,9305,48123,0,0.425618,3.14159,2.27361,1e+50,1.21771e+48
8,0.891172,925,4158,0.0240935,0.654282,3.09682,1.93302,94.5794,5.13585
7,0.022844,4719,21461,0.0176394,0.683417,3.11676,1.89247,90.8927,4.79344
8,0.198299,2112,9636,0.0455302,0.724283,3.04248,1.84037,63.9234,4.23904
9,0.046909,2112,9610,0.0261611,0.72933,3.04248,1.82752,37.5288,4.18043
10,0.18504,2112,9610,0.0299134,0.765286,3.04248,1.79366,37.5288,4.00269
7,0.013592,3540,15548,0.0221148,0.75507,3.10089,1.81559,45.768,4.1418
8,0.105417,2237,10139,0.0229743,0.770507,2.99755,1.79054,38.6846,3.9807
9,0.045156,2237,10138,0.0244036,0.77196,3.00673,1.78646,35.2664,3.96291
10,0.156524,2237,10138,0.0244036,0.786239,3.00673,1.76982,35.2664,3.90198
7,0.011275,3245,14193,0.0224474,0.773997,3.10182,1.79262,45.768,4.03163
8,0.086165,2250,10138,0.0244036,0.784985,3.01226,1.77226,32.239,3.90252
9,0.045216,2250,10137,0.0244036,0.785406,3.00869,1.77132,32.239,3.894
10,0.147046,2250,10137,0.0244036,0.791849,3.00869,1.76371,32.239,3.86496
7,0.010613,3123,13658,0.0224474,0.778539,3.10182,1.78775,45.768,3.99125
8,0.077575,2278,10289,0.0244036,0.78828,3.02112,1.77058,32.239,3.8844
9,0.046765,2278,10289,0.0244036,0.788345,3.0416,1.76958,32.239,3.88101
10,0.13663,2278,10289,0.0244036,0.79374,3.0416,1.76289,32.239,3.8581
11,0.0028,-1,-1,-1,-1,-1,-1,-1,-1
7,0.014735,3889,17649,0.0206597,0.753071,3.10182,1.8127,40.1467,4.32115
8,0.094288,2674,12421,0.0453152,0.778475,3.00534,1.78448,26.7533,3.93357
9,0.057368,2674,12428,0.0453152,0.77911,2.99699,1.78279,26.7533,3.92028
10,0.155769,2674,12428,0.0479579,0.791019,2.98811,1.7691,23.8486,3.86298
7,0.012338,3578,16133,0.0479579,0.77914,2.98811,1.78891,23.8486,3.97001
8,0.081933,2663,12357,0.0479579,0.787881,2.91625,1.77078,23.8486,3.86906
9,0.055938,2663,12369,0.0414664,0.787954,2.91923,1.76959,22.3142,3.8647
10,0.146765,2663,12369,0.0410149,0.793624,2.91734,1.76186,21.9919,3.83804
7,0.01195,3476,15655,0.0410149,0.783346,3.07212,1.78246,26.1154,3.92767
8,0.071468,2634,12216,0.0410149,0.791836,2.91734,1.76468,21.9919,3.8451
9,0.056868,2634,12212,0.0410149,0.792166,2.91356,1.76406,21.9919,3.84275
10,0.140065,2634,12212,0.0413978,0.794835,2.90591,1.75955,21.8819,3.82951
7,0.011424,3443,15491,0.0413978,0.784043,3.07207,1.77936,25.9567,3.91839
8,0.071657,2626,12164,0.0413978,0.794208,2.90591,1.7608,21.8819,3.83328
9,0.056062,2626,12168,0.0413978,0.79422,2.90591,1.76022,21.8819,3.83152
10,0.119619,2626,12168,0.0418046,0.797039,2.9034,1.75589,21.8238,3.8191
11,0.003483,-1,-1,-1,-1,-1,-1,-1,-1
7,0.017798,4526,21393,0.0407601,0.729032,3.02946,1.82334,26.8315,4.43754
8,0.119157,3156,15109,0.077202,0.768664,2.88494,1.78925,19.2709,3.94888
9,0.070746,3156,15127,0.0913769,0.769719,2.89625,1.78682,12.9942,3.93015
10,0.141179,3156,15127,0.0913769,0.781762,2.87975,1.77368,12.0578,3.86337
7,0.014157,4129,19277,0.0913769,0.768033,2.91299,1.79504,12.0578,3.98327
8,0.098975,3156,15137,0.0913769,0.777574,2.87975,1.77827,12.0578,3.87903
9,0.068396,3156,15147,0.0913769,0.778073,2.87975,1.77679,12.0578,3.87196
10,0.135612,3156,15147,0.0913769,0.783819,2.91503,1.76882,12.0578,3.8393
11,0.003568,-1,-1,-1,-1,-1,-1,-1,-1
7,0.018939,4979,23946,0.0913769,0.73868,2.96894,1.81969,16.4052,4.18934
8,0.12427,3611,17722,0.152274,0.768511,2.85748,1.78936,10.1926,3.90532
9,0.081646,3611,17754,0.156472,0.768944,2.81096,1.78841,9.05456,3.89548
10,0.146762,3611,17754,0.160567,0.779361,2.79787,1.77563,8.5479,3.83646
8,0.10228,3509,17203,0.160567,0.778676,2.79787,1.77647,8.5479,3.83846
7,0.159032,21744,93894,0.160567,0.761542,2.79787,1.82877,8.5479,4.05494
9,0.632101,21744,95031,0.160567,0.765258,2.79787,1.82381,8.5479,3.99909
10,0.79143,21744,95031,0.163597,0.802523,2.78102,1.78431,8.47396,3.85313
9,0.568226,21744,95542,0.163597,0.802544,2.78102,1.78361,8.47396,3.8396
10,0.691609,21744,95542,0.164682,0.8109,2.77366,1.77588,8.41222,3.81053
12,0.343141,20000,94276,0.180028,0.815875,2.65618,1.77187,7.60312,3.78908
13,-1,0,-1,-1,-1,-1,-1,-1,-1
