0,0,2210,4420,-1,-1,-1,-1,-1,-1
1,4.05446,76,152,-1,-1,-1,-1,-1,-1
2,0.195323,1116,4016,-1,-1,-1,-1,-1,-1
3,0.318637,1116,4016,-1,-1,-1,-1,-1,-1
4,0.094494,3619,7348,-1,-1,-1,-1,-1,-1
5,1.35404,9541,49853,-1,-1,-1,-1,-1,-1
6,0.118246,9541,49853,0,0.42327,3.14159,2.27964,1e+50,2.09817e+48
8,1.04599,915,4122,0.0143132,0.653598,3.08911,1.94931,168.049,5.12265
7,0.024245,4716,21421,0.0143132,0.688691,3.08911,1.88922,168.049,4.65209
8,0.16788,2278,10460,0.0143132,0.723729,3.00428,1.84679,168.049,4.24145
9,0.051832,2278,10448,0.0211401,0.730226,3.00407,1.83129,41.1236,4.14353
10,0.184952,2278,10448,0.0211401,0.769208,3.02824,1.79749,31.6022,3.9526
7,0.01305,3510,15436,0.0211401,0.763111,3.02824,1.80979,31.6022,4.02843
8,0.102122,2315,10548,0.0211401,0.776431,3.00865,1.78737,31.6022,3.90695
9,0.046613,2315,10548,0.0211401,0.778163,3.00865,1.78332,31.6022,3.89634
10,0.165151,2315,10548,0.0211401,0.793463,3.01337,1.76711,31.6022,3.83519
7,0.010735,3217,14052,0.0211401,0.784361,3.01337,1.78429,31.6022,3.91765
8,0.077242,2292,10427,0.0211401,0.792864,3.01337,1.76822,31.6022,3.83521
9,0.046585,2292,10423,0.0211401,0.793844,2.98006,1.76594,31.6022,3.82987
10,0.149249,2292,10423,0.0211401,0.800747,2.98006,1.75884,31.6022,3.80318
11,0.011197,-1,-1,-1,-1,-1,-1,-1,-1
7,0.013165,3656,16329,0.0206948,0.772712,3.09915,1.79581,39.7447,4.10203
8,0.084406,2473,11332,0.0361207,0.793582,2.97612,1.76786,22.8607,3.82649
9,0.051163,2473,11343,0.0361207,0.793594,2.97612,1.76599,22.8607,3.81683
10,0.143184,2473,11343,0.0388448,0.804409,2.98068,1.75267,22.1074,3.76758
7,0.010958,3381,14948,0.0388448,0.792635,2.98068,1.7726,22.1074,3.86402
8,0.080861,2498,11478,0.0388448,0.802742,2.98068,1.75633,22.1074,3.77451
9,0.054665,2498,11481,0.0388448,0.803157,2.98068,1.75494,22.1074,3.76997
10,0.142304,2498,11481,0.0395229,0.810112,2.9807,1.74644,21.6895,3.74071
7,0.010403,3281,14527,0.0395229,0.798209,2.9807,1.76618,21.6895,3.83149
8,0.072499,2479,11370,0.0395229,0.806071,2.9807,1.75145,21.6895,3.75497
9,0.052646,2479,11366,0.0395229,0.806689,2.9807,1.74964,21.6895,3.75121
10,0.133095,2479,11366,0.0395229,0.809534,2.9807,1.74425,21.5496,3.73652
7,0.010404,3242,14337,0.0395229,0.798503,2.9807,1.76342,21.5496,3.82744
8,0.06565,2489,11404,0.0395229,0.809128,2.9807,1.7459,21.5496,3.74063
9,0.051877,2489,11408,0.0395229,0.809205,2.9807,1.74562,21.5496,3.73973
10,0.116281,2489,11408,0.0395229,0.811291,2.9807,1.74279,21.644,3.73079
11,0.002865,-1,-1,-1,-1,-1,-1,-1,-1
7,0.014517,3899,17933,0.0395229,0.755039,3.08979,1.79781,34.6562,4.23807
8,0.089539,2821,13239,0.0593377,0.787911,3.06272,1.76845,21.1183,3.84299
9,0.062649,2821,13249,0.0923488,0.78854,2.93038,1.76643,14.7851,3.82519
10,0.136426,2821,13249,0.107651,0.798065,2.95261,1.75849,14.3198,3.77786
7,0.011338,3614,16445,0.0769441,0.785104,2.95261,1.77743,19.0597,3.88972
8,0.072952,2810,13203,0.107651,0.795564,2.90653,1.76179,14.3198,3.78307
9,0.060139,2810,13207,0.114068,0.795911,2.90653,1.76032,14.3198,3.7789
10,0.12341,2810,13207,0.114626,0.80001,2.92212,1.7553,13.2493,3.75878
7,0.010938,3541,16072,0.114626,0.79044,2.9334,1.77173,13.2493,3.8432
8,0.069119,2803,13158,0.104974,0.7992,2.91266,1.75515,13.2493,3.76208
9,0.061285,2803,13156,0.104974,0.799489,2.91266,1.75434,13.2493,3.76104
10,0.113086,2803,13156,0.116398,0.801885,2.91708,1.75193,12.5157,3.7498
7,0.011243,3480,15779,0.116398,0.793642,2.91708,1.76757,12.5157,3.82511
8,0.066429,2795,13121,0.116398,0.801248,2.91708,1.75313,12.5157,3.75314
9,0.06053,2795,13120,0.116398,0.801332,2.91708,1.75267,12.5157,3.75233
10,0.097075,2795,13120,0.117105,0.802484,2.91715,1.75135,12.4871,3.74696
11,0.003434,-1,-1,-1,-1,-1,-1,-1,-1
7,0.014902,4065,18939,0.0918719,0.766464,2.99874,1.79517,16.8257,4.01855
8,0.094171,3052,14583,0.0918719,0.789064,2.98002,1.76602,14.7138,3.79948
9,0.065962,3052,14585,0.0918719,0.790251,2.94045,1.76349,13.6869,3.78717
10,0.108838,3052,14585,0.191103,0.797864,2.82197,1.75503,9.07779,3.74833
8,0.063299,3014,14384,0.191103,0.798209,2.82197,1.75528,9.07779,3.74704
7,0.157965,21613,93310,0.191103,0.764182,2.73806,1.82565,8.86977,4.04238
9,0.632078,21613,94471,0.191103,0.768337,2.73806,1.81958,7.73305,3.98381
10,0.785069,21613,94471,0.180528,0.805745,2.73806,1.78056,7.77009,3.8391
9,0.570119,21613,94958,0.180528,0.805461,2.73806,1.78038,7.77009,3.82662
10,0.695479,21613,94958,0.181828,0.813664,2.73806,1.77248,7.72205,3.79776
12,0.340057,20000,94319,0.181828,0.816141,2.57538,1.77071,7.72205,3.78681
13,-1,0,-1,-1,-1,-1,-1,-1,-1
