0,0,2413,4822,-1,-1,-1,-1,-1,-1
1,4.53793,87,170,-1,-1,-1,-1,-1,-1
2,0.176514,1103,4018,-1,-1,-1,-1,-1,-1
3,0.352638,1103,4018,-1,-1,-1,-1,-1,-1
4,0.109223,3797,7476,-1,-1,-1,-1,-1,-1
5,1.39038,9859,51670,-1,-1,-1,-1,-1,-1
6,0.051665,9859,51670,0,0.390498,3.14159,2.30182,1e+50,6.2125e+47
8,0.986206,973,4576,0,0.558589,3.14159,2.03031,1.36153e+12,4.88774e+08
7,0.02462,5147,23816,0,0.634078,3.14159,1.94274,1e+50,1.25966e+46
8,0.225065,2326,10843,0,0.677298,3.14159,1.89976,1.26868e+11,1.17005e+07
9,0.060057,2326,10780,0,0.690741,3.14159,1.87221,1.26868e+11,1.17689e+07
10,0.199318,2326,10780,0,0.727967,3.14159,1.83853,1.26868e+11,1.17689e+07
7,0.014578,3790,16893,0,0.729452,3.14159,1.84473,1.26868e+11,7.51012e+06
8,0.132879,2314,10625,0.0086283,0.740668,3.07442,1.82278,63.9234,4.26536
9,0.049161,2314,10636,0.0242989,0.74261,3.07442,1.81821,31.4958,4.23976
10,0.186277,2314,10636,0.0272793,0.758546,3.0731,1.80123,28.0169,4.15296
7,0.012115,3386,14973,0.0272793,0.753841,2.98315,1.81632,28.0169,4.19947
8,0.097937,2346,10760,0.0272793,0.758698,3.00892,1.80045,28.0169,4.14162
9,0.049555,2346,10765,0.0353935,0.7602,3.05688,1.79646,27.6426,4.13161
10,0.166123,2346,10765,0.0360485,0.768889,3.05688,1.78505,27.6426,4.09127
7,0.011223,3197,14131,0.0360485,0.762621,3.0355,1.80149,33.7141,4.1366
8,0.087626,2347,10731,0.0272793,0.767958,2.98941,1.78697,28.0169,4.09328
9,0.04804,2347,10738,0.0272793,0.768146,2.98941,1.78582,28.0169,4.08881
10,0.148335,2347,10738,0.0304182,0.773377,2.98941,1.78005,26.9609,4.06647
7,0.010371,3129,13827,0.0304182,0.767303,3.02773,1.79827,26.9609,4.11189
8,0.078126,2350,10743,0.0304182,0.772177,2.98941,1.78314,26.9609,4.0754
9,0.048905,2350,10744,0.0304182,0.772136,2.98941,1.78285,26.9609,4.07363
10,0.134494,2350,10744,0.0309502,0.775434,2.98941,1.77811,26.873,4.05905
11,0.003693,-1,-1,-1,-1,-1,-1,-1,-1
7,0.020738,4905,22877,0.0309502,0.725009,3.06508,1.84669,29.0908,4.61505
8,0.147059,3120,14765,0.0513451,0.754365,2.98939,1.81485,26.034,4.13536
9,0.069124,3120,14786,0.0513451,0.755475,2.9535,1.81169,21.247,4.11534
10,0.180639,3120,14786,0.0513451,0.772885,2.9535,1.79104,21.247,4.0235
7,0.014068,4304,19812,0.0513451,0.762963,2.96346,1.80819,24.5817,4.10357
8,0.114688,3121,14798,0.0513451,0.770355,2.94047,1.79251,21.247,4.02957
9,0.06735,3121,14814,0.0513451,0.770702,2.94047,1.7905,21.247,4.02155
10,0.1821,3121,14814,0.0513451,0.779381,2.93972,1.77935,21.247,3.98082
11,0.00497,-1,-1,-1,-1,-1,-1,-1,-1
7,0.031179,6780,33484,0.0513451,0.69613,3.01805,1.86913,24.2851,4.7021
8,0.19729,4415,22115,0.0922004,0.737631,2.94685,1.83133,14.018,4.14732
9,0.109794,4415,22152,0.0929967,0.738477,2.94651,1.82839,14.018,4.12293
10,0.232477,4415,22152,0.0929967,0.759959,2.91574,1.80548,14.018,4.00698
7,0.02061,5715,27836,0.0929967,0.750509,2.94325,1.81942,14.018,4.0973
8,0.14093,4403,22090,0.0929967,0.757028,2.87628,1.80479,14.018,4.00409
9,0.105138,4403,22116,0.0929967,0.756879,2.87628,1.80395,14.018,3.99911
10,0.213297,4403,22116,0.0929967,0.76614,2.87232,1.79237,14.018,3.94996
11,0.007347,-1,-1,-1,-1,-1,-1,-1,-1
7,0.032375,7737,38863,0.0929967,0.717612,2.93419,1.84592,14.2502,4.33389
8,0.219521,5405,27786,0.152109,0.748566,2.87892,1.81414,10.7332,4.02299
9,0.145098,5405,27840,0.152109,0.749307,2.87892,1.81098,10.2578,4.00601
10,0.245109,5405,27840,0.155842,0.764935,2.88716,1.79414,9.80454,3.92434
8,0.222201,5206,26753,0.157143,0.765462,2.79017,1.7926,9.49739,3.91919
7,0.163452,22402,93186,0.157143,0.756767,2.79017,1.82806,9.49739,4.06597
9,0.626499,22402,94425,0.157143,0.759763,2.79017,1.82255,9.49739,4.00939
10,0.8189,22402,94425,0.157143,0.796873,2.79017,1.78587,9.48442,3.86732
9,0.56434,22402,94910,0.157143,0.797055,2.79017,1.78491,9.48442,3.8544
10,0.715152,22402,94910,0.157143,0.805011,2.79017,1.77723,9.47872,3.8267
12,0.382823,20000,92112,0.236797,0.816344,2.61562,1.76742,6.69966,3.77664
13,-1,0,-1,-1,-1,-1,-1,-1,-1
